name,category_name,brand_name,item_condition_id,shipping,item_description,price
Product 26942,Toys/Educational,Zara,4,0,Great quality item number 26942,19.02
Product 26943,Home/Kitchen,Apple,4,1,Great quality item number 26943,20.07
Product 26944,Books/Educational,HP,4,1,Great quality item number 26944,11.09
Product 26945,Clothing/Shoes,Zara,3,0,Great quality item number 26945,35.24
Product 26946,Toys/Games,H&M,4,1,Great quality item number 26946,49.37
Product 26947,Beauty/Skincare,Generic,1,0,Great quality item number 26947,33.94
Product 26948,Electronics/Computers,Adidas,5,1,Great quality item number 26948,25.99
Product 26949,Books/Educational,Zara,1,1,Great quality item number 26949,30.54
Product 26950,Home/Furniture,Dell,4,0,Great quality item number 26950,26.62
Product 26951,Toys/Games,Zara,2,1,Great quality item number 26951,23.7
Product 26952,Clothing/Tops,Apple,3,1,Great quality item number 26952,5.86
Product 26953,Beauty/Makeup,H&M,3,1,Great quality item number 26953,28.35
Product 26954,Clothing/Shoes,Samsung,3,0,Great quality item number 26954,7.33
Product 26955,Electronics/Computers,H&M,2,0,Great quality item number 26955,28.73
Product 26956,Home/Furniture,Samsung,2,0,Great quality item number 26956,25.58
Product 26957,Sports/Fitness,Apple,2,0,Great quality item number 26957,62.84
Product 26958,Beauty/Makeup,Generic,2,1,Great quality item number 26958,20.9
Product 26959,Sports/Fitness,Sony,1,1,Great quality item number 26959,96.73
Product 26960,Electronics/Phones,Zara,5,0,Great quality item number 26960,23.39
Product 26961,Beauty/Makeup,Unknown,2,0,Great quality item number 26961,93.84
Product 26962,Books/Educational,Sony,5,0,Great quality item number 26962,10.13
Product 26963,Electronics/Phones,Nike,4,1,Great quality item number 26963,67.26
Product 26964,Books/Educational,Dell,5,1,Great quality item number 26964,50.3
Product 26965,Sports/Outdoors,H&M,4,0,Great quality item number 26965,13.33
Product 26966,Electronics/Computers,Dell,3,1,Great quality item number 26966,172.23
Product 26967,Beauty/Skincare,Dell,4,1,Great quality item number 26967,14.08
Product 26968,Sports/Fitness,Zara,1,0,Great quality item number 26968,25.6
Product 26969,Beauty/Skincare,Puma,4,0,Great quality item number 26969,43.68
Product 26970,Beauty/Makeup,Samsung,3,1,Great quality item number 26970,5.12
Product 26971,Toys/Games,Dell,3,1,Great quality item number 26971,17.85
Product 26972,Clothing/Shoes,Dell,5,1,Great quality item number 26972,30.34
Product 26973,Clothing/Shoes,Zara,5,1,Great quality item number 26973,32.08
Product 26974,Home/Kitchen,Generic,3,1,Great quality item number 26974,48.25
Product 26975,Sports/Fitness,Nike,4,1,Great quality item number 26975,28.46
Product 26976,Electronics/Phones,Sony,4,0,Great quality item number 26976,142.93
Product 26977,Sports/Fitness,Samsung,2,0,Great quality item number 26977,36.65
Product 26978,Sports/Outdoors,Sony,1,0,Great quality item number 26978,36.38
Product 26979,Home/Kitchen,Apple,4,0,Great quality item number 26979,22.53
Product 26980,Sports/Outdoors,Apple,3,0,Great quality item number 26980,23.62
Product 26981,Beauty/Skincare,Apple,1,1,Great quality item number 26981,25.34
Product 26982,Toys/Games,Samsung,5,1,Great quality item number 26982,101.53
Product 26983,Beauty/Makeup,HP,3,1,Great quality item number 26983,31.08
Product 26984,Sports/Outdoors,Unknown,3,1,Great quality item number 26984,6.67
Product 26985,Electronics/Computers,Zara,5,1,Great quality item number 26985,37.35
Product 26986,Electronics/Phones,Sony,4,1,Great quality item number 26986,10.58
Product 26987,Electronics/Phones,Sony,5,1,Great quality item number 26987,21.25
Product 26988,Sports/Outdoors,Samsung,3,1,Great quality item number 26988,7.91
Product 26989,Books/Fiction,Unknown,4,0,Great quality item number 26989,10.08
Product 26990,Clothing/Shoes,Dell,5,1,Great quality item number 26990,47.28
Product 26991,Books/Fiction,Puma,4,0,Great quality item number 26991,18.7
Product 26992,Beauty/Makeup,Nike,1,1,Great quality item number 26992,6.47
Product 26993,Beauty/Makeup,H&M,4,1,Great quality item number 26993,43.59
Product 26994,Books/Educational,Sony,3,1,Great quality item number 26994,5.19
Product 26995,Home/Kitchen,Generic,5,1,Great quality item number 26995,54.28
Product 26996,Beauty/Makeup,Adidas,4,0,Great quality item number 26996,29.49
Product 26997,Books/Educational,Samsung,2,0,Great quality item number 26997,62.89
Product 26998,Electronics/Phones,Zara,5,1,Great quality item number 26998,14.84
Product 26999,Electronics/Computers,Dell,5,1,Great quality item number 26999,10.59
Product 27000,Clothing/Tops,Dell,2,1,Great quality item number 27000,7.09
Product 27001,Clothing/Shoes,Sony,4,0,Great quality item number 27001,41.1
Product 27002,Books/Educational,Sony,1,1,Great quality item number 27002,77.18
Product 27003,Home/Kitchen,Puma,3,1,Great quality item number 27003,41.16
Product 27004,Home/Kitchen,Generic,1,0,Great quality item number 27004,33.37
Product 27005,Home/Furniture,Unknown,3,0,Great quality item number 27005,5.18
Product 27006,Toys/Games,Dell,3,0,Great quality item number 27006,18.49
Product 27007,Beauty/Skincare,Sony,5,1,Great quality item number 27007,90.79
Product 27008,Home/Kitchen,HP,3,0,Great quality item number 27008,28.69
Product 27009,Electronics/Computers,Apple,5,0,Great quality item number 27009,14.18
Product 27010,Sports/Fitness,Nike,2,0,Great quality item number 27010,8.88
Product 27011,Beauty/Skincare,Puma,3,1,Great quality item number 27011,19.95
Product 27012,Electronics/Computers,Sony,2,1,Great quality item number 27012,9.57
Product 27013,Beauty/Skincare,Generic,1,0,Great quality item number 27013,100.18
Product 27014,Sports/Outdoors,Zara,5,1,Great quality item number 27014,60.05
Product 27015,Beauty/Skincare,Apple,5,1,Great quality item number 27015,24.31
Product 27016,Books/Educational,Dell,4,0,Great quality item number 27016,144.3
Product 27017,Electronics/Computers,Sony,3,0,Great quality item number 27017,9.91
Product 27018,Sports/Fitness,Sony,4,0,Great quality item number 27018,10.32
Product 27019,Beauty/Makeup,Puma,4,0,Great quality item number 27019,10.23
Product 27020,Beauty/Skincare,Zara,2,0,Great quality item number 27020,9.5
Product 27021,Home/Kitchen,Apple,5,1,Great quality item number 27021,25.37
Product 27022,Sports/Fitness,Adidas,2,0,Great quality item number 27022,49.51
Product 27023,Electronics/Computers,Zara,5,0,Great quality item number 27023,35.84
Product 27024,Sports/Fitness,Sony,5,1,Great quality item number 27024,21.37
Product 27025,Clothing/Tops,Generic,4,1,Great quality item number 27025,5.89
Product 27026,Clothing/Tops,Apple,2,0,Great quality item number 27026,17.62
Product 27027,Beauty/Skincare,Nike,2,0,Great quality item number 27027,14.58
Product 27028,Toys/Games,H&M,5,0,Great quality item number 27028,12.92
Product 27029,Beauty/Skincare,Puma,2,1,Great quality item number 27029,19.95
Product 27030,Beauty/Skincare,Puma,3,0,Great quality item number 27030,39.99
Product 27031,Clothing/Shoes,Generic,2,1,Great quality item number 27031,45.88
Product 27032,Home/Kitchen,Adidas,1,0,Great quality item number 27032,11.28
Product 27033,Toys/Educational,Unknown,2,0,Great quality item number 27033,33.68
Product 27034,Sports/Outdoors,Nike,3,0,Great quality item number 27034,16.7
Product 27035,Toys/Games,Samsung,2,1,Great quality item number 27035,13.09
Product 27036,Sports/Fitness,Unknown,3,1,Great quality item number 27036,183.15
Product 27037,Toys/Games,Zara,1,0,Great quality item number 27037,6.95
Product 27038,Toys/Games,H&M,4,1,Great quality item number 27038,62.5
Product 27039,Books/Fiction,Dell,5,0,Great quality item number 27039,20.26
Product 27040,Toys/Games,Adidas,5,1,Great quality item number 27040,90.33
Product 27041,Electronics/Phones,Samsung,5,0,Great quality item number 27041,11.58
Product 27042,Beauty/Skincare,Adidas,1,0,Great quality item number 27042,169.79
Product 27043,Books/Educational,Samsung,1,0,Great quality item number 27043,46.97
Product 27044,Clothing/Tops,H&M,3,0,Great quality item number 27044,29.83
Product 27045,Clothing/Tops,Generic,1,0,Great quality item number 27045,47.67
Product 27046,Toys/Educational,Adidas,4,0,Great quality item number 27046,44.88
Product 27047,Toys/Educational,Zara,3,1,Great quality item number 27047,17.52
Product 27048,Beauty/Makeup,HP,4,1,Great quality item number 27048,86.03
Product 27049,Electronics/Phones,H&M,4,1,Great quality item number 27049,88.21
Product 27050,Toys/Games,Sony,2,0,Great quality item number 27050,14.56
Product 27051,Sports/Fitness,Apple,5,0,Great quality item number 27051,13.92
Product 27052,Electronics/Computers,Adidas,4,0,Great quality item number 27052,63.72
Product 27053,Home/Kitchen,Sony,5,1,Great quality item number 27053,15.95
Product 27054,Electronics/Phones,H&M,3,0,Great quality item number 27054,79.86
Product 27055,Sports/Outdoors,Puma,5,1,Great quality item number 27055,37.46
Product 27056,Toys/Educational,HP,1,0,Great quality item number 27056,105.57
Product 27057,Home/Furniture,Apple,5,0,Great quality item number 27057,55.9
Product 27058,Beauty/Skincare,Apple,1,1,Great quality item number 27058,60.23
Product 27059,Books/Educational,H&M,2,0,Great quality item number 27059,7.44
Product 27060,Sports/Fitness,Generic,2,0,Great quality item number 27060,25.72
Product 27061,Sports/Fitness,Nike,4,0,Great quality item number 27061,20.64
Product 27062,Beauty/Skincare,Puma,1,0,Great quality item number 27062,50.7
Product 27063,Sports/Outdoors,Adidas,1,1,Great quality item number 27063,16.68
Product 27064,Beauty/Skincare,H&M,5,0,Great quality item number 27064,38.9
Product 27065,Beauty/Skincare,Zara,2,1,Great quality item number 27065,40.35
Product 27066,Home/Kitchen,Puma,1,0,Great quality item number 27066,15.98
Product 27067,Home/Furniture,HP,3,0,Great quality item number 27067,30.18
Product 27068,Electronics/Phones,Generic,2,0,Great quality item number 27068,41.44
Product 27069,Books/Educational,Nike,4,1,Great quality item number 27069,35.48
Product 27070,Home/Kitchen,Zara,4,0,Great quality item number 27070,16.96
Product 27071,Sports/Fitness,HP,2,0,Great quality item number 27071,14.59
Product 27072,Beauty/Makeup,H&M,1,1,Great quality item number 27072,16.06
Product 27073,Beauty/Skincare,Sony,4,0,Great quality item number 27073,6.66
Product 27074,Clothing/Shoes,Puma,2,0,Great quality item number 27074,35.55
Product 27075,Toys/Games,Dell,5,0,Great quality item number 27075,43.41
Product 27076,Electronics/Computers,HP,1,1,Great quality item number 27076,6.41
Product 27077,Home/Furniture,Puma,2,1,Great quality item number 27077,113.38
Product 27078,Beauty/Skincare,Apple,5,0,Great quality item number 27078,51.42
Product 27079,Beauty/Skincare,Generic,3,0,Great quality item number 27079,42.36
Product 27080,Home/Kitchen,Zara,4,1,Great quality item number 27080,59.11
Product 27081,Sports/Fitness,Puma,2,0,Great quality item number 27081,70.45
Product 27082,Clothing/Tops,H&M,1,0,Great quality item number 27082,15.41
Product 27083,Books/Fiction,Unknown,5,0,Great quality item number 27083,24.77
Product 27084,Electronics/Computers,Apple,2,1,Great quality item number 27084,35.67
Product 27085,Toys/Educational,Zara,2,0,Great quality item number 27085,69.37
Product 27086,Clothing/Tops,HP,5,1,Great quality item number 27086,43.13
Product 27087,Electronics/Phones,Nike,2,1,Great quality item number 27087,36.32
Product 27088,Clothing/Shoes,Samsung,1,1,Great quality item number 27088,28.31
Product 27089,Books/Fiction,H&M,4,1,Great quality item number 27089,16.5
Product 27090,Home/Kitchen,Generic,1,0,Great quality item number 27090,42.64
Product 27091,Electronics/Computers,HP,1,0,Great quality item number 27091,23.06
Product 27092,Clothing/Tops,Zara,4,1,Great quality item number 27092,8.34
Product 27093,Home/Kitchen,HP,2,1,Great quality item number 27093,54.2
Product 27094,Books/Educational,Sony,5,1,Great quality item number 27094,38.68
Product 27095,Books/Educational,Zara,5,1,Great quality item number 27095,25.43
Product 27096,Sports/Outdoors,Sony,3,1,Great quality item number 27096,69.88
Product 27097,Home/Kitchen,Apple,1,0,Great quality item number 27097,43.9
Product 27098,Beauty/Skincare,Nike,4,0,Great quality item number 27098,31.44
Product 27099,Clothing/Shoes,Generic,5,0,Great quality item number 27099,48.19
Product 27100,Books/Fiction,Nike,4,0,Great quality item number 27100,64.66
Product 27101,Home/Furniture,Apple,5,1,Great quality item number 27101,31.74
Product 27102,Electronics/Computers,Zara,4,1,Great quality item number 27102,67.66
Product 27103,Books/Educational,Generic,1,1,Great quality item number 27103,38.31
Product 27104,Clothing/Shoes,Puma,3,1,Great quality item number 27104,29.9
Product 27105,Books/Fiction,Samsung,3,1,Great quality item number 27105,22.83
Product 27106,Sports/Outdoors,Dell,1,1,Great quality item number 27106,9.76
Product 27107,Books/Educational,Dell,2,0,Great quality item number 27107,5.5
Product 27108,Sports/Fitness,Unknown,2,1,Great quality item number 27108,12.42
Product 27109,Books/Educational,H&M,4,0,Great quality item number 27109,11.43
Product 27110,Beauty/Makeup,Dell,1,1,Great quality item number 27110,12.67
Product 27111,Toys/Educational,Samsung,1,0,Great quality item number 27111,18.09
Product 27112,Sports/Fitness,Puma,4,0,Great quality item number 27112,23.6
Product 27113,Toys/Games,Adidas,4,0,Great quality item number 27113,58.42
Product 27114,Toys/Educational,HP,5,0,Great quality item number 27114,18.84
Product 27115,Toys/Educational,Adidas,3,1,Great quality item number 27115,12.97
Product 27116,Clothing/Shoes,Adidas,5,1,Great quality item number 27116,139.54
Product 27117,Home/Kitchen,Sony,4,1,Great quality item number 27117,189.83
Product 27118,Sports/Outdoors,H&M,4,1,Great quality item number 27118,48.23
Product 27119,Clothing/Tops,Samsung,4,0,Great quality item number 27119,18.7
Product 27120,Electronics/Phones,Sony,5,0,Great quality item number 27120,20.55
Product 27121,Toys/Games,Samsung,3,0,Great quality item number 27121,10.96
Product 27122,Beauty/Skincare,Samsung,4,0,Great quality item number 27122,14.16
Product 27123,Beauty/Skincare,Nike,2,0,Great quality item number 27123,38.69
Product 27124,Books/Educational,Zara,3,1,Great quality item number 27124,31.38
Product 27125,Electronics/Computers,HP,2,0,Great quality item number 27125,23.51
Product 27126,Sports/Fitness,Samsung,2,0,Great quality item number 27126,34.03
Product 27127,Beauty/Makeup,HP,3,1,Great quality item number 27127,24.84
Product 27128,Books/Educational,Nike,2,0,Great quality item number 27128,98.8
Product 27129,Sports/Outdoors,Unknown,1,1,Great quality item number 27129,63.09
Product 27130,Toys/Games,Dell,5,1,Great quality item number 27130,47.83
Product 27131,Electronics/Phones,HP,4,1,Great quality item number 27131,8.19
Product 27132,Clothing/Tops,Sony,1,1,Great quality item number 27132,24.23
Product 27133,Electronics/Phones,HP,4,0,Great quality item number 27133,33.48
Product 27134,Beauty/Makeup,Unknown,4,1,Great quality item number 27134,7.78
Product 27135,Electronics/Phones,Apple,1,0,Great quality item number 27135,77.69
Product 27136,Home/Kitchen,Apple,4,0,Great quality item number 27136,12.29
Product 27137,Home/Kitchen,Sony,3,1,Great quality item number 27137,5.15
Product 27138,Home/Furniture,Sony,5,1,Great quality item number 27138,21.03
Product 27139,Toys/Games,Zara,4,0,Great quality item number 27139,8.99
Product 27140,Electronics/Phones,Dell,5,1,Great quality item number 27140,44.0
Product 27141,Clothing/Shoes,Nike,2,0,Great quality item number 27141,60.91
Product 27142,Toys/Games,Zara,4,0,Great quality item number 27142,22.11
Product 27143,Sports/Outdoors,HP,2,0,Great quality item number 27143,113.42
Product 27144,Sports/Outdoors,Puma,5,1,Great quality item number 27144,26.67
Product 27145,Home/Kitchen,Apple,1,1,Great quality item number 27145,27.44
Product 27146,Toys/Games,Zara,5,1,Great quality item number 27146,50.61
Product 27147,Books/Fiction,Puma,3,0,Great quality item number 27147,10.7
Product 27148,Home/Kitchen,Puma,3,0,Great quality item number 27148,11.49
Product 27149,Books/Educational,H&M,5,1,Great quality item number 27149,57.85
Product 27150,Electronics/Computers,Samsung,5,1,Great quality item number 27150,6.49
Product 27151,Books/Fiction,Sony,2,1,Great quality item number 27151,14.17
Product 27152,Sports/Outdoors,Zara,2,0,Great quality item number 27152,32.5
Product 27153,Toys/Educational,H&M,4,1,Great quality item number 27153,34.32
Product 27154,Beauty/Skincare,Unknown,2,0,Great quality item number 27154,37.37
Product 27155,Books/Educational,Unknown,1,1,Great quality item number 27155,82.04
Product 27156,Home/Kitchen,H&M,1,0,Great quality item number 27156,9.23
Product 27157,Toys/Educational,HP,2,1,Great quality item number 27157,20.02
Product 27158,Beauty/Makeup,Nike,5,1,Great quality item number 27158,12.46
Product 27159,Clothing/Shoes,H&M,5,0,Great quality item number 27159,55.95
Product 27160,Clothing/Tops,Puma,1,0,Great quality item number 27160,11.72
Product 27161,Beauty/Skincare,Samsung,5,1,Great quality item number 27161,40.64
Product 27162,Sports/Outdoors,Zara,3,0,Great quality item number 27162,176.76
Product 27163,Home/Furniture,Zara,5,0,Great quality item number 27163,20.3
Product 27164,Toys/Educational,Puma,1,1,Great quality item number 27164,23.95
Product 27165,Toys/Games,Sony,4,0,Great quality item number 27165,21.26
Product 27166,Books/Educational,Samsung,2,0,Great quality item number 27166,28.54
Product 27167,Sports/Outdoors,Nike,2,1,Great quality item number 27167,22.79
Product 27168,Sports/Fitness,Adidas,4,0,Great quality item number 27168,44.28
Product 27169,Books/Fiction,Generic,3,1,Great quality item number 27169,5.29
Product 27170,Clothing/Tops,Zara,3,0,Great quality item number 27170,24.05
Product 27171,Clothing/Tops,Generic,4,1,Great quality item number 27171,30.67
Product 27172,Toys/Games,Sony,5,1,Great quality item number 27172,5.94
Product 27173,Electronics/Computers,Generic,1,1,Great quality item number 27173,8.44
Product 27174,Sports/Fitness,Samsung,3,0,Great quality item number 27174,19.17
Product 27175,Electronics/Phones,Generic,3,1,Great quality item number 27175,17.54
Product 27176,Home/Kitchen,H&M,4,0,Great quality item number 27176,80.95
Product 27177,Sports/Fitness,Unknown,4,1,Great quality item number 27177,5.36
Product 27178,Clothing/Tops,Zara,3,0,Great quality item number 27178,55.94
Product 27179,Beauty/Skincare,Nike,5,1,Great quality item number 27179,6.67
Product 27180,Home/Kitchen,Generic,2,1,Great quality item number 27180,59.87
Product 27181,Toys/Educational,Dell,2,1,Great quality item number 27181,22.21
Product 27182,Home/Kitchen,Samsung,2,1,Great quality item number 27182,35.79
Product 27183,Home/Furniture,Dell,2,0,Great quality item number 27183,10.91
Product 27184,Electronics/Computers,Zara,3,1,Great quality item number 27184,53.03
Product 27185,Beauty/Makeup,Apple,3,0,Great quality item number 27185,25.02
Product 27186,Beauty/Skincare,Adidas,2,0,Great quality item number 27186,6.44
Product 27187,Books/Educational,Zara,2,0,Great quality item number 27187,53.1
Product 27188,Electronics/Phones,HP,5,0,Great quality item number 27188,45.5
Product 27189,Books/Fiction,Adidas,5,0,Great quality item number 27189,48.57
Product 27190,Beauty/Makeup,HP,5,0,Great quality item number 27190,24.21
Product 27191,Beauty/Skincare,Adidas,1,1,Great quality item number 27191,5.54
Product 27192,Toys/Games,Zara,5,0,Great quality item number 27192,67.44
Product 27193,Books/Educational,Zara,5,0,Great quality item number 27193,35.2
Product 27194,Sports/Outdoors,Unknown,3,0,Great quality item number 27194,70.96
Product 27195,Clothing/Shoes,Samsung,2,1,Great quality item number 27195,12.3
Product 27196,Electronics/Phones,Generic,5,1,Great quality item number 27196,40.67
Product 27197,Books/Fiction,Nike,5,0,Great quality item number 27197,92.92
Product 27198,Electronics/Computers,Sony,5,1,Great quality item number 27198,173.16
Product 27199,Sports/Fitness,HP,3,1,Great quality item number 27199,16.66
Product 27200,Clothing/Shoes,Apple,1,0,Great quality item number 27200,37.04
Product 27201,Electronics/Phones,Samsung,4,1,Great quality item number 27201,20.93
Product 27202,Beauty/Makeup,Dell,2,0,Great quality item number 27202,108.09
Product 27203,Sports/Outdoors,H&M,3,1,Great quality item number 27203,18.69
Product 27204,Home/Kitchen,Sony,3,0,Great quality item number 27204,17.61
Product 27205,Home/Furniture,Nike,3,1,Great quality item number 27205,5.71
Product 27206,Electronics/Computers,Zara,5,1,Great quality item number 27206,18.1
Product 27207,Clothing/Tops,Samsung,3,0,Great quality item number 27207,16.02
Product 27208,Toys/Educational,HP,4,1,Great quality item number 27208,9.14
Product 27209,Beauty/Skincare,Apple,3,1,Great quality item number 27209,6.05
Product 27210,Toys/Games,Sony,1,0,Great quality item number 27210,5.47
Product 27211,Beauty/Skincare,Sony,2,0,Great quality item number 27211,19.28
Product 27212,Electronics/Computers,Samsung,5,1,Great quality item number 27212,19.17
Product 27213,Clothing/Tops,Zara,2,1,Great quality item number 27213,15.36
Product 27214,Home/Furniture,Zara,2,0,Great quality item number 27214,23.72
Product 27215,Home/Kitchen,Generic,3,1,Great quality item number 27215,82.0
Product 27216,Beauty/Skincare,Puma,3,1,Great quality item number 27216,15.57
Product 27217,Electronics/Phones,Adidas,5,0,Great quality item number 27217,50.19
Product 27218,Electronics/Computers,Dell,5,0,Great quality item number 27218,6.25
Product 27219,Home/Furniture,Unknown,2,0,Great quality item number 27219,85.07
Product 27220,Electronics/Computers,Adidas,5,1,Great quality item number 27220,16.54
Product 27221,Beauty/Makeup,Apple,3,1,Great quality item number 27221,18.06
Product 27222,Toys/Educational,Samsung,4,1,Great quality item number 27222,22.66
Product 27223,Clothing/Tops,H&M,3,0,Great quality item number 27223,14.78
Product 27224,Beauty/Makeup,Nike,2,0,Great quality item number 27224,73.74
Product 27225,Clothing/Tops,Generic,3,0,Great quality item number 27225,6.48
Product 27226,Beauty/Makeup,Adidas,1,1,Great quality item number 27226,7.18
Product 27227,Toys/Games,H&M,4,1,Great quality item number 27227,19.68
Product 27228,Electronics/Computers,Zara,4,1,Great quality item number 27228,10.39
Product 27229,Sports/Fitness,Puma,3,1,Great quality item number 27229,46.94
Product 27230,Sports/Fitness,Zara,5,1,Great quality item number 27230,13.04
Product 27231,Sports/Fitness,Generic,2,1,Great quality item number 27231,15.03
Product 27232,Electronics/Computers,Generic,5,0,Great quality item number 27232,13.95
Product 27233,Toys/Games,Samsung,3,1,Great quality item number 27233,73.89
Product 27234,Beauty/Skincare,Unknown,2,1,Great quality item number 27234,56.97
Product 27235,Home/Furniture,Samsung,4,1,Great quality item number 27235,28.27
Product 27236,Sports/Outdoors,Puma,2,0,Great quality item number 27236,5.06
Product 27237,Home/Kitchen,Generic,1,0,Great quality item number 27237,16.94
Product 27238,Books/Fiction,Adidas,3,0,Great quality item number 27238,24.45
Product 27239,Sports/Outdoors,Unknown,3,0,Great quality item number 27239,27.06
Product 27240,Sports/Fitness,Dell,5,1,Great quality item number 27240,13.5
Product 27241,Beauty/Skincare,Unknown,1,0,Great quality item number 27241,35.1
Product 27242,Electronics/Computers,Dell,5,0,Great quality item number 27242,11.36
Product 27243,Books/Educational,Nike,1,0,Great quality item number 27243,24.31
Product 27244,Beauty/Skincare,Nike,4,1,Great quality item number 27244,19.54
Product 27245,Toys/Games,Samsung,2,0,Great quality item number 27245,17.99
Product 27246,Books/Educational,Adidas,4,0,Great quality item number 27246,19.14
Product 27247,Electronics/Computers,Samsung,2,0,Great quality item number 27247,22.75
Product 27248,Electronics/Phones,Samsung,5,0,Great quality item number 27248,13.45
Product 27249,Home/Kitchen,Sony,1,1,Great quality item number 27249,13.54
Product 27250,Clothing/Tops,Generic,2,0,Great quality item number 27250,11.91
Product 27251,Home/Furniture,Nike,4,0,Great quality item number 27251,37.84
Product 27252,Books/Fiction,Sony,3,0,Great quality item number 27252,13.85
Product 27253,Sports/Outdoors,Sony,3,0,Great quality item number 27253,5.78
Product 27254,Beauty/Makeup,Generic,3,1,Great quality item number 27254,22.19
Product 27255,Beauty/Makeup,Adidas,5,0,Great quality item number 27255,25.48
Product 27256,Clothing/Tops,Sony,4,1,Great quality item number 27256,99.61
Product 27257,Beauty/Skincare,HP,2,0,Great quality item number 27257,34.91
Product 27258,Beauty/Makeup,Generic,4,0,Great quality item number 27258,8.35
Product 27259,Home/Kitchen,Dell,4,0,Great quality item number 27259,22.96
Product 27260,Clothing/Shoes,Samsung,5,1,Great quality item number 27260,46.47
Product 27261,Beauty/Makeup,Puma,2,1,Great quality item number 27261,57.76
Product 27262,Electronics/Computers,Adidas,2,1,Great quality item number 27262,34.4
Product 27263,Clothing/Tops,Unknown,4,0,Great quality item number 27263,73.0
Product 27264,Books/Fiction,H&M,4,1,Great quality item number 27264,27.86
Product 27265,Clothing/Tops,Sony,3,1,Great quality item number 27265,19.37
Product 27266,Books/Fiction,Sony,4,0,Great quality item number 27266,24.97
Product 27267,Clothing/Shoes,Nike,1,0,Great quality item number 27267,6.45
Product 27268,Toys/Games,H&M,3,1,Great quality item number 27268,5.29
Product 27269,Home/Furniture,Samsung,1,0,Great quality item number 27269,32.75
Product 27270,Beauty/Makeup,Samsung,4,0,Great quality item number 27270,12.79
Product 27271,Toys/Games,Nike,4,0,Great quality item number 27271,21.0
Product 27272,Clothing/Tops,Adidas,5,1,Great quality item number 27272,39.85
Product 27273,Home/Kitchen,Unknown,4,0,Great quality item number 27273,19.38
Product 27274,Books/Educational,Samsung,5,1,Great quality item number 27274,37.73
Product 27275,Sports/Fitness,Adidas,5,0,Great quality item number 27275,21.65
Product 27276,Toys/Games,Unknown,2,1,Great quality item number 27276,5.9
Product 27277,Home/Kitchen,Samsung,5,1,Great quality item number 27277,60.58
Product 27278,Clothing/Shoes,Unknown,2,0,Great quality item number 27278,51.2
Product 27279,Beauty/Skincare,Dell,2,1,Great quality item number 27279,33.34
Product 27280,Books/Educational,Apple,3,0,Great quality item number 27280,25.5
Product 27281,Books/Fiction,Samsung,2,1,Great quality item number 27281,8.07
Product 27282,Clothing/Tops,Dell,3,1,Great quality item number 27282,38.53
Product 27283,Books/Fiction,Sony,3,0,Great quality item number 27283,5.0
Product 27284,Books/Fiction,Adidas,3,0,Great quality item number 27284,17.98
Product 27285,Toys/Educational,Dell,4,1,Great quality item number 27285,27.47
Product 27286,Home/Kitchen,Unknown,5,1,Great quality item number 27286,43.49
Product 27287,Home/Kitchen,Nike,5,1,Great quality item number 27287,18.65
Product 27288,Clothing/Shoes,HP,1,0,Great quality item number 27288,32.85
Product 27289,Home/Kitchen,Unknown,1,0,Great quality item number 27289,6.98
Product 27290,Books/Educational,Puma,4,1,Great quality item number 27290,42.35
Product 27291,Clothing/Tops,Zara,2,1,Great quality item number 27291,11.65
Product 27292,Beauty/Makeup,Sony,1,0,Great quality item number 27292,5.15
Product 27293,Electronics/Phones,Dell,1,0,Great quality item number 27293,36.23
Product 27294,Sports/Outdoors,HP,3,0,Great quality item number 27294,6.92
Product 27295,Sports/Outdoors,H&M,1,0,Great quality item number 27295,23.01
Product 27296,Home/Kitchen,Puma,5,1,Great quality item number 27296,63.58
Product 27297,Clothing/Shoes,Zara,3,1,Great quality item number 27297,18.62
Product 27298,Beauty/Skincare,Zara,4,1,Great quality item number 27298,36.95
Product 27299,Home/Kitchen,HP,4,0,Great quality item number 27299,71.36
Product 27300,Electronics/Computers,Zara,4,1,Great quality item number 27300,44.61
Product 27301,Toys/Games,Generic,3,0,Great quality item number 27301,27.21
Product 27302,Electronics/Phones,Puma,1,1,Great quality item number 27302,19.67
Product 27303,Clothing/Tops,Generic,1,0,Great quality item number 27303,74.44
Product 27304,Sports/Outdoors,Puma,5,0,Great quality item number 27304,13.71
Product 27305,Beauty/Skincare,Sony,3,0,Great quality item number 27305,30.02
Product 27306,Electronics/Computers,Unknown,3,0,Great quality item number 27306,60.05
Product 27307,Books/Educational,Generic,5,1,Great quality item number 27307,12.71
Product 27308,Clothing/Tops,HP,1,1,Great quality item number 27308,22.99
Product 27309,Books/Fiction,H&M,1,1,Great quality item number 27309,52.66
Product 27310,Home/Kitchen,Apple,2,0,Great quality item number 27310,24.82
Product 27311,Beauty/Skincare,Unknown,2,0,Great quality item number 27311,26.49
Product 27312,Clothing/Tops,H&M,2,1,Great quality item number 27312,24.02
Product 27313,Electronics/Phones,Generic,2,0,Great quality item number 27313,23.47
Product 27314,Books/Fiction,H&M,1,0,Great quality item number 27314,95.27
Product 27315,Electronics/Phones,Zara,4,0,Great quality item number 27315,52.07
Product 27316,Sports/Fitness,Adidas,3,1,Great quality item number 27316,36.81
Product 27317,Sports/Outdoors,HP,2,0,Great quality item number 27317,32.18
Product 27318,Home/Furniture,Sony,4,1,Great quality item number 27318,6.04
